sort,family_scientific,family_english,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,red_list,status_birdlife,water_bird,strict_water_bird,ADU,common_name,scientific_name,avibaseid,wikiDataID,iNaturalisttaxonID,IUCNtaxonID,ObservationorgID,GBIFID,Clements--code,Clements--rank,Clements--scientific_name,Clements--common_name,H&M--sort,,,,,
915,Cisticolidae,Cisticolas and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,649,Tawny-flanked Prinia,Prinia subflava,63F72CA7A9412F97,Q3726284,7729,22713607,76954,2492762,tafpri1,species,Prinia subflava,Tawny-flanked Prinia,205-005-001-014,,,,,
916,Cisticolidae,Cisticolas and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3188,Pale Prinia,Prinia somalica,319F675426989B57,Q2226856,7717,22713611,76955,2492745,palpri1,species,Prinia somalica,Pale Prinia,205-005-001-015,,,,,
917,Cisticolidae,Cisticolas and Allies,,,,,,,,,,,,,,TRUE,,,,,,,,,,Least Concern,,,,3184,River Prinia,Prinia fluviatilis,1CB41EB50EBED95A,Q2226824,7728,22713618,76957,2492757,rivpri1,species,Prinia fluviatilis,River Prinia,205-005-001-016,,,,,
918,Cisticolidae,Cisticolas and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1155,Banded Prinia,Prinia bairdii,C54D2FEE4041EE8B,Q2226833,7708,22713647,76963,2492753,banpri1,species,Prinia bairdii,Banded Prinia,205-005-001-021,,,,,
919,Cisticolidae,Cisticolas and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,620,Red-winged Warbler,Prinia erythropterus,C67FD539EECC3942,Q28842436,144956,22713671,76967,7342136,rewpri1,species,Prinia erythroptera,Red-winged Prinia,205-005-001-022,,,,,
920,Cisticolidae,Cisticolas and Allies,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3192,Red-fronted (Red-faced) Warbler,Prinia rufifrons,D8177CECEA46EF3E,Q27998513,,22713834,76996,2680976,refwar2,species,Prinia rufifrons,Red-fronted Prinia,205-005-001-023,,,,,
921,Locustellidae,Grassbirds ,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,,,3306,Common Grasshopper Warbler,Locustella naevia,BC0E4C9F87721B1A,Q208710,116941,22714657,330,2493548,cogwar1,species,Locustella naevia,Common Grasshopper-Warbler,206-001-001-013,,,,,
922,Locustellidae,Grassbirds ,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,598,River Warbler,Locustella fluviatilis,2B020CA0ACF13B19,Q747787,116938,22714679,1115,2493549,eurwar2,species,Locustella fluviatilis,River Warbler,206-001-001-009,,,,,
923,Locustellidae,Grassbirds ,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,,,3304,Savi’s Warbler,Locustella luscinioides,2D46BB9888C846D0,Q321272,116940,22714684,47,2493551,savwar1,species,Locustella luscinioides,Savi's Warbler,206-001-001-008,,,,,
924,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,616,Fan-tailed Grassbird,Schoenicola brevirostris,2470FC018F07442F,Q3726383,117101,22715572,,5231409,fatgra1,species,Schoenicola brevirostris,Fan-tailed Grassbird,206-001-003-002,,,,,
925,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,609,Little Rush Warbler,Bradypterus baboecala,E23637BDE32FF3B1,Q1587032,116814,103793989,77124,5231344,afbwar1,species,Bradypterus baboecala,Little Rush-Warbler,206-001-004-005,,,,,
926,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,10781,Highland (Northern) Rush Warbler ,Bradypterus centralis,9BCD815BEAC477A1,,,,,,litruw2,group (polytypic),Bradypterus baboecala [baboecala Group],Little Rush-Warbler (Little),206-001-004-006,,,,,
927,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1064,White-winged Swamp Warbler,Bradypterus carpalis,8CA1A851B7F9099A,Q1313294,116816,22714461,,5231358,wwswar1,species,Bradypterus carpalis,White-winged Swamp Warbler,206-001-004-007,,,,,
928,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1106,Evergreen Forest Warbler,Bradypterus lopezi,8160D091EAE4C8C4,Q2922484,116821,22714485,77131,5231347,camscw1,species,Bradypterus lopezi,Evergreen-forest Warbler,206-001-004-010,,,,,
929,Locustellidae,Grassbirds ,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1107,Cinnamon Bracken Warbler,Bradypterus cinnamomeus,523913AE8F35119E,Q735178,116819,22714503,77133,5231359,cibwar1,species,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,206-001-004-011,,,,,
930,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,1067,Papyrus Yellow Warbler,Calamonastides gracilirostris ,25F4FE96090334DB,Q1588485,201176,103779235,194879,6101022,paywar1,species,Calamonastides gracilirostris,Papyrus Yellow-Warbler,209-001-002-001,,,,,
931,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,666,Dark-capped (African) Yellow Warbler,Iduna natalensis,EBBD09CAC350E07C,Q2667934,201182,22714920,77191,6101023,afywar1,species,Iduna natalensis,African Yellow-Warbler,209-001-004-005,,,,,
932,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,471,Mountain Yellow Warbler,Iduna similis,E999FD2D13141D65,Q2225880,201183,22714927,77192,5845836,moywar1,species,Iduna similis,Mountain Yellow-Warbler,209-001-004-006,,,,,
933,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,3278,Eastern Olivaceous Warbler,Iduna pallida,BAE527A2F70F6241,Q14753772,201180,22734747,77189,5739361,eaowar1,species,Iduna pallida,Eastern Olivaceous Warbler,209-001-004-003,,,,,
934,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,3276,Upcher’s Warbler,Hippolais languida,B10AD127C9D4DD7C,Q1590574,116919,22714904,,2493217,upcwar1,species,Hippolais languida,Upcher's Warbler,209-001-005-001,,,,,
935,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,597,Olive-tree Warbler,Hippolais olivetorum,791DED180041E350,Q63835,116920,22714908,1609,2493219,oltwar1,species,Hippolais olivetorum,Olive-tree Warbler,209-001-005-002,,,,,
936,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,596,Icterine Warbler,Hippolais icterina,869C978C8E5840C8,Q27674,116918,22714916,179,2493220,ictwar1,species,Hippolais icterina,Icterine Warbler,209-001-005-004,,,,,
937,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Endangered,,,,949,Basra Reed Warbler,Acrocephalus griseldis,0D42A2536C5A929A,Q891376,116768,22714757,77166,2493123,barwar2,species,Acrocephalus griseldis,Basra Reed Warbler,209-001-006-014,,,,,
938,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,912,Greater Swamp Warbler,Acrocephalus rufescens,C8857CC89B8B665D,Q1589801,116803,22714846,77180,5231331,grswar2,species,Acrocephalus rufescens,Greater Swamp Warbler,209-001-006-016,,,,,
939,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,604,Lesser Swamp Warbler,Acrocephalus gracilirostris,4AA7817DADA134EB,Q3727635,116798,22714859,77182,5231329,leswar1,species,Acrocephalus gracilirostris,Lesser Swamp Warbler,209-001-006-015,,,,,
940,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,603,Great Reed Warbler,Acrocephalus arundinaceus,B283E33243C17D97,Q180835,204456,104317670,49,2493128,grrwar1,species,Acrocephalus arundinaceus,Great Reed Warbler,209-001-006-021,,,,,
941,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,608,Sedge Warbler,Acrocephalus schoenobaenus,FED5AED5C59A00B6,Q27236,116804,22714700,48,2493129,sedwar1,species,Acrocephalus schoenobaenus,Sedge Warbler,209-001-006-005,,,,,
942,Acrocephalidae,Reed Warblers and Allies,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,606,African Reed Warbler,Acrocephalus baeticatus,34E27C2ABB01DA15,Q2667981,144927,,77164,5231319,afrwar1,species,Acrocephalus baeticatus,African Reed Warbler,209-001-006-009-004,,,,,
943,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,911,Eurasian Reed Warbler,Acrocephalus scirpaceus,464D1419BC556DDC,Q159080,204455,22714722,130,2493118,eurwar1,species,Acrocephalus scirpaceus,Eurasian Reed Warbler,209-001-006-009,,,,,
944,Acrocephalidae,Reed Warblers and Allies,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,607,Marsh Warbler,Acrocephalus palustris,B675E006C3745A12,Q210422,116802,22714741,75,2493136,marwar3,species,Acrocephalus palustris,Marsh Warbler,209-001-006-008,,,,,
945,Hirundinidae,Swallows and Martins,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,499,Grey-rumped Swallow,Pseudhirundo griseopyga,97E7A30B7DD19B11,Q1589166,73291,22712209,,7342186,gyrswa1,species,Pseudhirundo griseopyga,Gray-rumped Swallow,211-002-002-001,,,,,
946,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,964,White-headed Saw-wing,Psalidoprocne albiceps,88AAE3D3F9067939,Q3136337,11950,22712515,76738,2489150,whhsaw1,species,Psalidoprocne albiceps,White-headed Sawwing,211-002-003-003,,,,,
947,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,511,Black Saw-wing,Psalidoprocne pristoptera,4AC573709BF24CF7,Q1589225,11953,22712540,76743,2489145,blksaw1,species,Psalidoprocne pristoptera,Black Sawwing,211-002-003-004,,,,,
948,Hirundinidae,Swallows and Martins,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,507,Common House Martin,Delichon urbicum,E4BB82F50C488B8B,Q26055,64705,103811886,123,2489214,cohmar1,species,Delichon urbicum,Common House-Martin,211-002-004-001,,,,,
949,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,Least Concern,Rare/Accidental,,,504,South African Cliff Swallow,Petrochelidon spilodera,7D1AE743D8097CD7,Q2667786,144802,22712412,199192,5846402,soaswa2,species,Petrochelidon spilodera,South African Swallow,211-002-005-004,,,,,
950,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,503,Lesser Striped Swallow,Cecropis abyssinica,5ACC908DEB40DC38,Q1589215,144795,22712350,76716,6095032,lessts1,species,Cecropis abyssinica,Lesser Striped Swallow,211-002-006-001,,,,,
951,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,501,Rufous-chested Swallow,Cecropis semirufa,958F4A5E90FEB8C7,Q781535,144796,22712358,,7342255,rucswa2,species,Cecropis semirufa,Rufous-chested Swallow,211-002-006-002,,,,,
952,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,500,Mosque Swallow,Cecropis senegalensis,9185D29DF441336D,Q3136315,144797,22712365,76718,7342250,mosswa2,species,Cecropis senegalensis,Mosque Swallow,211-002-006-003,,,,,
953,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,962,Red-rumped Swallow,Cecropis daurica,F72A871F987F8499,Q27075446,144792,103812643,1007,6095119,rerswa1,species,Cecropis daurica,Red-rumped Swallow,211-002-006-005,,,,,
953.1,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red-rumped Swallow,Cecropis daurica emini,94F9F6165BE3B989,,,,,,,subspecies,Cecropis daurica emini,,211-002-006-005-010,,,,,
953.2,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,Red-rumped Swallow,Cecropis daurica rufula,B4967714063AC2A2,,,,,,,subspecies,Cecropis daurica rufula,,211-002-006-005-006,,,,,
954,Hirundinidae,Swallows and Martins,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,493,Barn Swallow,Hirundo rustica,58C502EA7AF3E023,Q25429,11901,22712252,65,5230791,barswa,species,Hirundo rustica,Barn Swallow,211-002-007-008,,,,,
955,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,494,Angola Swallow,Hirundo angolensis,B418B155D0D8EACA,Q547224,11909,22712272,76703,5230778,angswa1,species,Hirundo angolensis,Angola Swallow,211-002-007-009,,,,,
956,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2886,Ethiopian Swallow,Hirundo aethiopica,42E93B64D9C74D3F,Q992097,11891,22712266,76702,5230790,ethswa1,species,Hirundo aethiopica,Ethiopian Swallow,211-002-007-011,,,,,
957,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,496,Wire-tailed Swallow,Hirundo smithii,B79D6B3DD15ECB2B,Q375793,11896,22712299,76708,5230801,witswa1,species,Hirundo smithii,Wire-tailed Swallow,211-002-007-006,,,,,
958,Hirundinidae,Swallows and Martins,TRUE,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,,,497,Blue Swallow,Hirundo atrocaerulea,CB7FB32A81D4E09A,Q1042068,11897,22712318,76711,5230780,bluswa1,species,Hirundo atrocaerulea,Montane Blue Swallow,211-002-007-002,,,,,
959,Hirundinidae,Swallows and Martins,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,506,Rock Martin,Ptyonoprogne fuligula,47DA0258B3B78029,Q25252247,144789,104005679,76699,7340285,rocmar2,species,Ptyonoprogne fuligula,Rock Martin,211-002-008-003,,,,,
960,Hirundinidae,Swallows and Martins,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,510,Banded Martin,Neophedina cincta,1AED683B35F63873,Q1589557,11946,,76693,5230747,banmar1,species,Riparia cincta,Banded Martin,211-002-009-001,,,,,
961,Hirundinidae,Swallows and Martins,,,,,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,Least Concern,Rare/Accidental,,,908,Mascarene Martin,Phedina borbonica,6C7BEEC6D6D89B83,Q1041651,11985,22712198,76694,2489195,masmar1,species,Phedina borbonica,Mascarene Martin,211-002-010-001,,,,,
962,Hirundinidae,Swallows and Martins,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,509,Plain Martin,Riparia paludicola,031684BAE85E8184,Q675850,11945,103815402,76691,5230750,plamar1,species,Riparia paludicola,Plain Martin,211-002-012-001,,,,,
963,Hirundinidae,Swallows and Martins,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,508,Sand Martin,Riparia riparia,94A1C447583CB6D2,Q25909,11941,103815961,155,2489160,banswa,species,Riparia riparia,Bank Swallow,211-002-012-003,,,,,
964,Pycnonotidae,Bulbuls,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2948,Slender-billed Greenbul,Stelgidillas gracilirostris,5D82C13BD6554647,Q509595,144884,22712791,,7340464,slbgre1,species,Stelgidillas gracilirostris,Slender-billed Greenbul,212-001-001-001,,,,,
965,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,551,Sombre (Zanzibar) Greenbul ,Andropadus importunus,79A45DAFD3A0DD79,Q941386,14708,22712795,76801,2486162,somgre1,species,Andropadus importunus,Sombre Greenbul,212-001-003-001,,,,,
966,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1191,Red-tailed Bristlebill,Bleda syndactyla,5A94FEAE7A37BB12,Q765614,72563,22713056,,7340458,combri2,species,Bleda syndactylus,Red-tailed Bristlebill,212-001-005-001,,,,,
967,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1194,Yellow-throated Greenbul (Leaflove) ,Atimastillas flavicollis,C73137EA19CC2ADC,Q27075432,144890,103817373,194850,7340389,yetgre1,species,Atimastillas flavicollis,Yellow-throated Greenbul,212-001-006-001,,,,,
968,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1113,Honeyguide Greenbul,Baeopogon indicator,E6A0D2081861623B,Q2927922,14711,22712837,76809,2486218,hongre1,species,Baeopogon indicator,Honeyguide Greenbul,212-001-009-001,,,,,
969,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2972,Joyful Greenbul,Chlorocichla laetissima,4602AC016A53FA01,Q2927908,14687,22712869,76816,2486174,joygre1,species,Chlorocichla laetissima,Joyful Greenbul,212-001-010-001,,,,,
970,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,550,Yellow-bellied Greenbul,Chlorocichla flaviventris,D083BB3F92A1CBC0,Q1064000,14688,22712865,76815,2486173,yebgre1,species,Chlorocichla flaviventris,Yellow-bellied Greenbul,212-001-010-003,,,,,
971,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,555,Shelley's Greenbul,Arizelocichla masukuensis,6FC572101FA0F6A9,Q745569,144886,22712760,,7340439,shegre1,species,Arizelocichla masukuensis,Shelley's Greenbul,212-001-011-007,,,,,
972,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2942,Mountain Greenbul,Arizelocichla nigriceps,54A902B5D21BF4DC,Q2225392,144888,103818214,76804,7340426,easmog1,species,Arizelocichla nigriceps,Eastern Mountain Greenbul,212-001-011-002,,,,,
972.1,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954,Olive-breasted Mountain Greenbul,Arizelocichla (nigriceps) kikuyuensis,1EEE86B87788C279,,,,,,easmog5,group (monotypic),Arizelocichla nigriceps kikuyuensis,Eastern Mountain Greenbul (Olive-breasted),212-001-011-002-001,,,,,
972.2,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Mountain Greenbul,Arizelocichla nigriceps nigriceps,429A09C3B72E26E4,,,,,,,subspecies,Arizelocichla nigriceps nigriceps,,212-001-011-002-002,,,,,
973,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,Stripe-cheeked Greenbul,Arizelocichla milanjensis,4996833A5D590A3C,Q844255,144889,22730593,,7340424,stcgre1,species,Arizelocichla milanjensis,Stripe-cheeked Greenbul,212-001-011-001,,,,,
974,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,565,Little Greenbul,Eurillas virens,3413C42CFE613F82,Q25249305,144895,22712766,76795,7340348,litgre2,species,Eurillas virens,Little Greenbul,212-001-012-002,,,,,
975,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1111,Yellow-whiskered Greenbul,Eurillas latirostris,728B225E752DB2FD,Q1923208,144894,22712800,,7340356,yewgre1,species,Eurillas latirostris,Yellow-whiskered Greenbul,212-001-012-001,,,,,
976,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2950,Little Grey Greenbul,Eurillas gracilis,486103D72507F76C,Q27075431,144891,22712777,194849,7340368,grygre1,species,Eurillas gracilis,Gray Greenbul,212-001-012-003,,,,,
977,Pycnonotidae,Bulbuls,,,TRUE,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2944,Ansorge's Greenbul,Eurillas ansorgei,0EA5F2E1D8BCF439,Q514517,144892,22712782,,7340364,ansgre1,species,Eurillas ansorgei,Ansorge's Greenbul,212-001-012-004,,,,,
978,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2946,Plain Greenbul,Eurillas curvirostris,0B325B7FBE1DC251,Q2224205,144893,22712786,76799,7340361,plagre2,species,Eurillas curvirostris,Plain Greenbul,212-001-012-005,,,,,
979,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,546,Terrestrial Brownbul,Phyllastrephus terrestris,07FD1D4CB385D77F,Q909198,14563,22712905,76823,2486094,terbro1,species,Phyllastrephus terrestris,Terrestrial Brownbul,212-001-014-007,,,,,
980,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3024,Northern Brownbul,Phyllastrephus strepitans,29820AD92710CDC0,Q2927889,14574,22712910,76824,2486084,norbro1,species,Phyllastrephus strepitans,Northern Brownbul,212-001-014-009,,,,,
981,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,965,Grey-olive Greenbul,Phyllastrephus cerviniventris,7CE29E0E5A893318,Q2235419,14565,22712919,76826,2486105,gyogre1,species,Phyllastrephus cerviniventris,Gray-olive Greenbul,212-001-014-010,,,,,
982,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3012,Toro Olive Greenbul,Phyllastrephus hypochloris,2E3D5AAFC02172C6,Q2927902,14572,22712935,76829,2486090,toogre1,species,Phyllastrephus hypochloris,Toro Olive-Greenbul,212-001-014-012,,,,,
983,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2998,Fischer's Greenbul,Phyllastrephus fischeri,2DA2C52F36170D37,Q2667772,14575,22712896,,2486097,fisgre1,species,Phyllastrephus fischeri,Fischer's Greenbul,212-001-014-008,,,,,
984,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1086,Cabanis's Greenbul,Phyllastrephus cabanisi,24F71192CF4A968D,Q2927894,14569,22712890,,2486087,cabgre1,species,Phyllastrephus cabanisi,Cabanis's Greenbul,212-001-014-011,,,,,
984.1,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabanis's Greenbul,Phyllastrephus cabanisi,3029C547F9319279,,,,,,cabgre2,group (polytypic),Phyllastrephus cabanisi [cabanisi Group],Cabanis's Greenbul (Cabanis's),,,,,,
984.2,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,Placid Greenbul,Phyllastrephus (cabanisi) placidus ,CF1DDF4E70A8FA6D,Q40596807,718745,,,6540392,cabgre3,group (monotypic),Phyllastrephus cabanisi placidus,Cabanis's Greenbul (Placid),212-001-014-011-002,,,,,
985,Pycnonotidae,Bulbuls,,,,TRUE,,,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,547,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,651384DFF48E4F6B,Q1589185,14570,22730603,76832,2486089,yesbul1,species,Phyllastrephus flavostriatus,Yellow-streaked Greenbul,212-001-014-013,,,,,
986,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,548,Tiny Greenbul,Phyllastrephus debilis,FA1376977FE97EAF,Q1589202,14576,103819211,76834,2486088,tingre1,species,Phyllastrephus debilis,Tiny Greenbul,212-001-014-001,,,,,
987,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3036,Common Bulbul,Pycnonotus barbatus,6ABDB63537227774,Q790596,14588,22712650,20822,2486147,combul2,species,Pycnonotus barbatus,Common Bulbul,212-001-023-019,,,,,
987.1,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,,Common Bulbul,Pycnonotus barbatus,C220D76FF874D0D9,Q790596,,22712650,,2486147,,,,,,,,,,
987.2,Pycnonotidae,Bulbuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032,Dodson’s Bulbul,Pycnonotus (barbatus) dodsoni,6926090A8E458F83,Q40635784,132987,,,6542539,combul4,group (monotypic),Pycnonotus barbatus dodsoni,Common Bulbul (Dodson's),212-001-023-019-009,,,,,
988,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,947,Wood Warbler,Rhadina sibilatrix,572C4C7FD4322D14,Q27075477,117048,22715260,90,2493058,woowar,species,Phylloscopus sibilatrix,Wood Warbler,213-001-001-003,,,,,
989,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,599,Willow Warbler,Phylloscopus trochilus,88F4B969622B8268,Q27239,117055,22715240,89,2493052,wlwwar,species,Phylloscopus trochilus,Willow Warbler,213-001-003-004,,,,,
990,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,1054,Common Chiffchaff,Phylloscopus collybita,F9F4B04D08108B41,Q185784,117016,103843725,186,2493091,comchi1,species,Phylloscopus collybita,Common Chiffchaff,213-001-003-006,,,,,
991,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,671,Yellow-throated Woodland Warbler,Seicercus ruficapilla,F6B77E644D2F03F2,Q3726260,117045,22715207,77251,7341644,yetwow1,species,Phylloscopus ruficapilla,Yellow-throated Woodland-Warbler,213-001-004-018,,,,,
992,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3370,Uganda Woodland Warbler,Seicercus budongoensis,132E077321C9B6DE,Q2667807,117010,22715228,77253,2493056,ugawow1,species,Phylloscopus budongoensis,Uganda Woodland-Warbler,213-001-004-014,,,,,
993,Phylloscopidae,Old World Leaf Warblers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3382,Brown Woodland Warbler,Seicercus umbrovirens,E22B84950977F4D9,Q3049745,117056,22715234,77254,2493049,brwwar1,species,Phylloscopus umbrovirens,Brown Woodland-Warbler,213-001-004-013,,,,,
994,Scotocercidae,Erythrocercid Flycatchers and Hylias,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,2408,Little Yellow Flycatcher,Erythrocercus holochlorus,847AE7B8D4D5E614,Q2225328,8198,22707012,75702,2486663,yelfly2,species,Erythrocercus holochlorus,Yellow Flycatcher,214-001-001-001,,,,,
995,Scotocercidae,Erythrocercid Flycatchers and Hylias,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,3282,Green Hylia,Hylia prasina,98BA31AA9A5B45F7,Q2668148,15545,22715182,77246,2493098,grehyl1,species,Hylia prasina,Green Hylia,214-004-001-001,,,,,
996,Sylviidae,Sylviid Warblers and Hill Babblers,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,467,African Hill Babbler,Sylvia abyssinica,7C3026CCCD95CF4B,Q28872814,339745,103872581,,2680976,afhbab1,species,Sylvia abyssinica,African Hill Babbler,216-001-001-004,,,,,
